,headTimestamp,stock_code
294,20171122  16:00:00,AAPL  180420C00020000
295,20171122  15:19:32,AAPL  180420C00215000
296,20171122  16:00:00,AAPL  180420C00022500
297,20171128  19:00:43,AAPL  180420C00225000
298,20171128  19:03:10,AAPL  180420C00235000
299,20171128  14:50:40,AAPL  180420C00240000
300,20171130  15:38:21,AAPL  180420C00245000
301,20171122  20:49:32,AAPL  180420C00250000
302,20171212  19:54:05,AAPL  180420C00255000
303,20171122  16:00:00,AAPL  180420C00025000
304,20171130  20:43:08,AAPL  180420C00260000
305,20171129  20:48:45,AAPL  180420C00265000
306,20171228  18:56:26,AAPL  180420C00270000
307,20171218  15:38:07,AAPL  180420C00275000
308,20171214  19:35:29,AAPL  180420C00280000
309,20180111  15:22:03,AAPL  180420C00285000
310,20171122  15:56:17,AAPL  180420C00290000
311,20171227  20:50:14,AAPL  180420C00295000
312,20180202  14:30:10,AAPL  180420C00300000
313,20180130  14:30:18,AAPL  180420C00305000
314,20171122  16:00:00,AAPL  180420C00030000
315,20171219  15:28:58,AAPL  180420C00310000
316,20171218  17:41:37,AAPL  180420C00315000
317,20180131  14:34:32,AAPL  180420C00320000
318,20171122  16:00:00,AAPL  180420C00035000
319,20180208  19:43:02,AAPL  180420C00040000
320,20171122  16:00:00,AAPL  180420C00045000
321,20180117  19:31:55,AAPL  180420C00050000
322,20171122  16:00:00,AAPL  180420C00055000
323,20171127  18:40:11,AAPL  180420C00005000
324,20180102  16:36:26,AAPL  180420C00060000
325,20171122  16:00:00,AAPL  180420C00065000
326,20180123  19:15:39,AAPL  180420C00007500
327,20180208  19:43:02,AAPL  180420C00070000
328,20171122  16:00:00,AAPL  180420C00075000
329,20180221  19:37:52,AAPL  180420C00080000
330,20171122  16:00:00,AAPL  180420P00010000
331,20171122  16:00:00,AAPL  180420P00012500
332,20171122  16:00:00,AAPL  180420P00015000
333,20171122  16:00:00,AAPL  180420P00017500
334,20180302  14:47:17,AAPL  180420P00002500
335,20171122  16:00:00,AAPL  180420P00020000
336,20180109  18:26:57,AAPL  180420P00215000
337,20171122  16:00:00,AAPL  180420P00022500
338,20180206  17:36:31,AAPL  180420P00225000
339,20180102  16:40:32,AAPL  180420P00235000
340,20171229  17:23:43,AAPL  180420P00240000
341,20171122  16:00:00,AAPL  180420P00245000
342,20171222  14:59:14,AAPL  180420P00250000
343,20180130  17:34:38,AAPL  180420P00255000
344,20171122  16:00:00,AAPL  180420P00025000
345,20180102  16:40:32,AAPL  180420P00260000
346,20180116  20:07:49,AAPL  180420P00265000
347,20180111  14:30:14,AAPL  180420P00270000
348,20171122  16:00:00,AAPL  180420P00275000
349,20180212  16:55:41,AAPL  180420P00280000
350,20180111  15:22:03,AAPL  180420P00285000
351,20171122  16:00:00,AAPL  180420P00290000
352,20171122  16:00:00,AAPL  180420P00295000
353,20171122  16:00:00,AAPL  180420P00300000
354,20171122  16:00:00,AAPL  180420P00305000
355,20171122  16:00:00,AAPL  180420P00030000
356,20171122  16:00:00,AAPL  180420P00310000
357,20180206  16:46:25,AAPL  180420P00315000
358,20180307  20:06:40,AAPL  180420P00320000
359,20171122  16:00:00,AAPL  180420P00035000
360,20171122  16:00:00,AAPL  180420P00040000
361,20171122  16:00:00,AAPL  180420P00045000
362,20171122  16:00:00,AAPL  180420P00055000
363,20171122  16:00:00,AAPL  180420P00005000
364,20171122  16:00:00,AAPL  180420P00060000
365,20171122  16:00:00,AAPL  180420P00065000
366,20171122  16:00:00,AAPL  180420P00007500
367,20180112  17:10:44,AAPL  180420P00070000
368,20171122  20:26:53,AAPL  180420P00075000
369,20171129  15:19:01,AAPL  200117C00115000
370,20171124  17:21:01,AAPL  200117C00125000
371,20171122  15:37:56,AAPL  200117C00130000
372,20171122  16:20:02,AAPL  200117C00135000
373,20171122  15:39:08,AAPL  200117C00140000
374,20171122  14:30:52,AAPL  200117C00150000
375,20171122  14:35:08,AAPL  200117C00155000
376,20171122  14:33:09,AAPL  200117C00160000
377,20171122  14:39:22,AAPL  200117C00165000
378,20171122  14:35:36,AAPL  200117C00170000
379,20171122  14:39:23,AAPL  200117C00175000
380,20171122  14:39:23,AAPL  200117C00180000
381,20171122  14:39:25,AAPL  200117C00185000
382,20171122  14:39:26,AAPL  200117C00190000
383,20171122  14:31:00,AAPL  200117C00195000
384,20171122  15:28:43,AAPL  200117C00200000
385,20171122  19:33:26,AAPL  200117C00210000
386,20171122  20:05:27,AAPL  200117P00115000
387,20171122  14:30:23,AAPL  200117P00120000
388,20171124  17:39:41,AAPL  200117P00125000
389,20171122  14:30:21,AAPL  200117P00130000
390,20171122  19:31:09,AAPL  200117P00135000
391,20171122  14:30:21,AAPL  200117P00140000
392,20171122  16:26:41,AAPL  200117P00145000
393,20171122  14:30:58,AAPL  200117P00150000
394,20171124  15:31:14,AAPL  200117P00155000
395,20171122  19:43:23,AAPL  200117P00160000
396,20171122  14:39:22,AAPL  200117P00165000
397,20171122  14:39:23,AAPL  200117P00170000
398,20171122  14:39:23,AAPL  200117P00175000
399,20171122  14:39:23,AAPL  200117P00180000
400,20171122  14:39:25,AAPL  200117P00185000
401,20171122  14:40:24,AAPL  200117C00100000
402,20171122  14:39:26,AAPL  200117P00195000
403,20171127  20:17:08,AAPL  200117C00105000
404,20171128  14:30:53,AAPL  200117P00200000
405,20171128  14:56:59,AAPL  200117C00110000
406,20171127  18:34:26,AAPL  200117P00210000
407,20171122  14:37:45,AAPL  200117C00220000
408,20171122  16:13:46,AAPL  200117C00230000
409,20171122  18:08:48,AAPL  200117C00240000
410,20171214  20:59:31,AAPL  200117C00085000
411,20171129  19:34:35,AAPL  200117C00090000
412,20171128  15:44:00,AAPL  200117C00095000
413,20171122  20:05:57,AAPL  200117P00100000
414,20171127  16:07:59,AAPL  200117P00105000
415,20171122  14:30:23,AAPL  200117P00110000
416,20171124  14:30:46,AAPL  200117P00220000
417,20171128  18:56:29,AAPL  200117P00230000
418,20171124  14:55:00,AAPL  200117P00240000
419,20171219  18:20:50,AAPL  200117P00085000
420,20171129  19:39:45,AAPL  200117P00090000
421,20171122  20:04:12,AAPL  200117P00095000
422,20171122  16:22:03,AAPL  200117C00080000
423,20171122  17:17:54,AAPL  200117P00080000
424,20171122  15:22:40,AAPL  200117C00250000
425,20171127  18:37:20,AAPL  200117P00250000
426,20171213  14:30:06,AAPL  180615C00260000
427,20171122  16:00:00,AAPL  180615P00260000
428,20171127  18:16:15,AAPL  180921C00260000
429,20180124  18:46:57,AAPL  180921P00260000
430,20171122  14:30:33,AAPL  190118C00260000
431,20171226  14:30:25,AAPL  190118P00260000
432,20171122  14:30:21,AAPL  200117C00260000
433,20171128  20:13:17,AAPL  200117P00260000
434,20171130  15:12:53,AAPL  180720C00100000
435,20171128  20:23:01,AAPL  180720C00105000
436,20171122  16:00:00,AAPL  180720C00010000
437,20171228  14:30:06,AAPL  180720C00110000
438,20171122  16:00:00,AAPL  180720C00115000
439,20171122  16:00:00,AAPL  180720C00012500
440,20171227  14:43:27,AAPL  180720C00120000
441,20180105  19:00:24,AAPL  180720C00125000
442,20171124  15:06:18,AAPL  180720C00130000
443,20171127  16:43:58,AAPL  180720C00135000
444,20171122  16:07:16,AAPL  180720C00140000
445,20171130  14:31:52,AAPL  180720C00145000
446,20171122  19:18:29,AAPL  180720C00150000
447,20171122  20:47:25,AAPL  180720C00155000
448,20171122  16:00:00,AAPL  180720C00015000
449,20171122  16:27:20,AAPL  180720C00160000
450,20171122  20:57:02,AAPL  180720C00165000
451,20171122  16:00:00,AAPL  180720C00017500
452,20171124  17:36:01,AAPL  180720C00170000
453,20171122  14:38:58,AAPL  180720C00175000
454,20171122  15:22:01,AAPL  180720C00180000
455,20171122  14:43:21,AAPL  180720C00185000
456,20171122  16:44:37,AAPL  180720C00190000
457,20171124  16:24:34,AAPL  180720C00195000
458,20171122  16:00:00,AAPL  180720C00002500
459,20171122  17:34:11,AAPL  180720C00200000
460,20171124  15:13:28,AAPL  180720C00205000
461,20171122  16:00:00,AAPL  180720C00020000
462,20171127  14:30:00,AAPL  180720C00210000
463,20171130  19:48:17,AAPL  180720C00215000
464,20171122  16:00:00,AAPL  180720C00022500
465,20171122  15:29:47,AAPL  180720C00220000
466,20171122  17:51:41,AAPL  180720C00225000
467,20171128  15:57:15,AAPL  180720C00230000
468,20171127  18:32:51,AAPL  180720C00235000
469,20171127  14:35:14,AAPL  180720C00240000
470,20171207  19:13:59,AAPL  180720C00245000
471,20171128  20:35:07,AAPL  180720C00250000
472,20180129  17:15:01,AAPL  180720C00255000
473,20180123  19:11:44,AAPL  180720C00265000
474,20171205  19:05:02,AAPL  180720C00270000
475,20171128  18:33:54,AAPL  180720C00275000
476,20180119  20:58:44,AAPL  180720C00280000
477,20171122  16:00:00,AAPL  180720C00285000
478,20171226  17:03:43,AAPL  180720C00290000
479,20171122  16:00:00,AAPL  180720C00295000
480,20171124  16:31:57,AAPL  180720C00300000
481,20171122  16:00:00,AAPL  180720C00305000
482,20171122  16:00:00,AAPL  180720C00045000
483,20180209  14:43:58,AAPL  180720C00050000
484,20171122  16:00:00,AAPL  180720C00055000
485,20180213  15:26:02,AAPL  180720C00005000
486,20171122  16:00:00,AAPL  180720C00060000
487,20171122  16:00:00,AAPL  180720C00065000
488,20171122  16:00:00,AAPL  180720C00007500
489,20171122  16:00:00,AAPL  180720C00070000
490,20171122  16:00:00,AAPL  180720C00075000
491,20171122  16:00:00,AAPL  180720C00080000
492,20171122  16:00:00,AAPL  180720C00085000
493,20180123  16:55:24,AAPL  180720C00090000
494,20171122  16:00:00,AAPL  180720C00095000
495,20171127  19:10:11,AAPL  180720P00100000
496,20171128  20:26:50,AAPL  180720P00105000
497,20171122  16:00:00,AAPL  180720P00010000
498,20171127  20:56:49,AAPL  180720P00110000
499,20171127  17:19:26,AAPL  180720P00115000
500,20171122  16:00:00,AAPL  180720P00012500
501,20171204  15:09:18,AAPL  180720P00120000
502,20171122  16:14:26,AAPL  180720P00125000
503,20171124  16:36:31,AAPL  180720P00130000
504,20171122  16:47:39,AAPL  180720P00135000
505,20171122  16:15:06,AAPL  180720P00140000
506,20171124  16:01:16,AAPL  180720P00145000
507,20171122  15:42:01,AAPL  180720P00150000
508,20171122  20:05:42,AAPL  180720P00155000
509,20171122  16:00:00,AAPL  180720P00015000
510,20171122  15:15:38,AAPL  180720P00160000
511,20171122  19:05:50,AAPL  180720P00165000
512,20171122  16:00:00,AAPL  180720P00017500
513,20171122  14:42:25,AAPL  180720P00170000
514,20171122  18:09:29,AAPL  180720P00175000
515,20171122  18:46:53,AAPL  180720P00180000
516,20171122  15:18:02,AAPL  180720P00185000
517,20171207  15:51:15,AAPL  180720P00190000
518,20171201  20:15:12,AAPL  180720P00195000
519,20171122  16:00:00,AAPL  180720P00002500
520,20171208  20:16:22,AAPL  180720P00200000
521,20171204  15:39:57,AAPL  180720P00205000
522,20171122  16:00:00,AAPL  180720P00020000
523,20171218  16:03:14,AAPL  180720P00210000
524,20171122  16:00:00,AAPL  180720P00215000
525,20171122  16:00:00,AAPL  180720P00022500
526,20171213  16:12:20,AAPL  180720P00220000
527,20180307  15:56:13,AAPL  180720P00225000
528,20171122  16:00:00,AAPL  180720P00230000
529,20171122  16:00:00,AAPL  180720P00235000
530,20171122  16:00:00,AAPL  180720P00240000
531,20180205  16:44:16,AAPL  180720P00245000
532,20180213  19:02:11,AAPL  180720P00250000
533,20171122  16:00:00,AAPL  180720P00255000
534,20171122  16:00:00,AAPL  180720P00025000
535,20171122  16:00:00,AAPL  180720P00260000
536,20171122  16:00:00,AAPL  180720P00265000
537,20171122  16:00:00,AAPL  180720P00270000
538,20171122  16:00:00,AAPL  180720P00275000
539,20171122  16:00:00,AAPL  180720P00280000
540,20171122  16:00:00,AAPL  180720P00285000
541,20171122  16:00:00,AAPL  180720P00290000
542,20171122  16:00:00,AAPL  180720P00295000
543,20171220  17:38:35,AAPL  180720P00300000
544,20171122  16:00:00,AAPL  180720P00305000
545,20171122  16:00:00,AAPL  180720P00030000
546,20171122  16:00:00,AAPL  180720P00310000
547,20171122  16:00:00,AAPL  180720P00315000
548,20171122  16:00:00,AAPL  180720P00320000
549,20180109  19:59:53,AAPL  180720P00325000
550,20171122  16:00:00,AAPL  180720P00330000
551,20171122  16:00:00,AAPL  180720P00335000
552,20171122  16:00:00,AAPL  180720P00340000
553,20171122  16:00:00,AAPL  180720P00035000
554,20171122  16:00:00,AAPL  180720P00040000
555,20171122  16:00:00,AAPL  180720P00045000
556,20171122  16:00:00,AAPL  180720P00050000
557,20171122  16:00:00,AAPL  180720P00055000
558,20171122  16:00:00,AAPL  180720P00005000
559,20171122  16:00:00,AAPL  180720P00060000
560,20171122  16:00:00,AAPL  180720P00065000
561,20171122  16:00:00,AAPL  180720P00007500
562,20180112  15:57:44,AAPL  180720P00070000
563,20171122  16:00:00,AAPL  180720P00075000
564,20171122  16:00:00,AAPL  180720P00080000
565,20180208  17:18:04,AAPL  180720P00085000
566,20171222  14:30:59,AAPL  180720P00090000
567,20171204  20:33:35,AAPL  180720P00095000
568,20171128  15:12:15,AAPL  200117C00050000
569,20180103  20:29:41,AAPL  200117C00055000
570,20171130  14:45:31,AAPL  200117C00060000
571,20171122  16:00:00,AAPL  200117C00065000
572,20180108  16:14:15,AAPL  200117C00070000
573,20171124  17:15:33,AAPL  200117C00075000
574,20171204  20:01:19,AAPL  200117P00050000
575,20180201  18:04:47,AAPL  200117P00055000
576,20180201  18:05:15,AAPL  200117P00060000
577,20171122  16:00:00,AAPL  200117P00065000
578,20180208  19:46:20,AAPL  200117P00070000
579,20180131  19:38:16,AAPL  200117P00075000
580,20180123  15:21:16,AAPL  180316C00100000
581,20171122  16:00:00,AAPL  180316C00105000
